group	y
1	-29.3
2	-24.3
3	-22.3
4	-11.3
5	-9.3
6	-17.3
7	-28.3
8	-10.3
9	-4.3
10	-25.3
11	-15.3
12	-20.3
13	-7.3
14	-8.3
15	-23.3
16	-19.3
17	-26.3
18	-18.3
19	-12.3
20	-1.3
21	-13.3
22	-21.3
23	-5.3
24	-27.3
25	-3.3
26	-30.3
27	-14.3
28	-16.3
29	-2.3
30	-6.3
