x	y	label	clickSelects	showSelected1	group
2	11.7	Distance.Learning	Distance.Learning	Data.based.decision.making	332
2	6.7	Distance.Learning	Distance.Learning	Effective.teaching.learning.practices	333
2	22.7	Distance.Learning	Distance.Learning	Instructional.Leadership	334
2	5.7	Distance.Learning	Distance.Learning	School.based.implementation.coaching	335
2	1.7	Distance.Learning	Distance.Learning	Collective.teacher.efficacy	336
2	12.7	Distance.Learning	Distance.Learning	MMD.DCI.expectations.logistics.DESE.specifics	337
2	28.7	Distance.Learning	Distance.Learning	Alignment.and.systems.planning	338
2	19.7	Distance.Learning	Distance.Learning	Practice.profiles	339
2	23.7	Distance.Learning	Distance.Learning	Self.assessment.practice.profile..SAPP.	340
2	28.7	Distance.Learning	Distance.Learning	Learning.module.materials..i.e..power.points..handouts.	341
2	10.7	Distance.Learning	Distance.Learning	DESE.virtual.learning.platform	342
2	7.7	Distance.Learning	Distance.Learning	Review.of.CFA.data	343
2	26.7	Distance.Learning	Distance.Learning	CWIS	344
2	0.7	Distance.Learning	Distance.Learning	Distance.Learning	345
2	1.7	Distance.Learning	Distance.Learning	Virtual.Learning.Modules.and.or.PowerPoints	346
2	25.7	Distance.Learning	Distance.Learning	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	347
2	25.7	Distance.Learning	Distance.Learning	Interaction.Type_Virtual	348
2	16.7	Distance.Learning	Distance.Learning	Interaction.Type_In-person	349
2	17.7	Distance.Learning	Distance.Learning	Interaction.Type_In-person and virtual	350
2	22.7	Distance.Learning	Distance.Learning	Interaction.Type_Phone	351
2	21.7	Distance.Learning	Distance.Learning	Interaction.Type_Unknown	352
2	3.7	District.Contact.Person	District.Contact.Person	District.Leadership.Team.Members	353
2	0.7	District.Contact.Person	District.Contact.Person	District.Contact.Person	354
2	12.7	District.Contact.Person	District.Contact.Person	Building.Leadership.Team.Members	355
2	18.7	District.Contact.Person	District.Contact.Person	Other.District.Administrators	356
2	3.7	District.Contact.Person	District.Contact.Person	Other.Building.Administrators	357
2	9.7	District.Contact.Person	District.Contact.Person	Building.level.Educators	358
2	27.7	District.Contact.Person	District.Contact.Person	RPDC.Director	359
2	11.7	District.Contact.Person	District.Contact.Person	Area.Supervisor	360
2	6.7	District.Contact.Person	District.Contact.Person	Parents	361
2	11.7	District.Contact.Person	District.Contact.Person	Collaborative.teams	362
2	5.7	District.Contact.Person	District.Contact.Person	Common.formative.assessment	363
2	12.7	District.Contact.Person	District.Contact.Person	Data.based.decision.making	364
2	17.7	District.Contact.Person	District.Contact.Person	Effective.teaching.learning.practices	365
2	20.7	District.Contact.Person	District.Contact.Person	Instructional.Leadership	366
2	23.7	District.Contact.Person	District.Contact.Person	School.based.implementation.coaching	367
2	17.7	District.Contact.Person	District.Contact.Person	Collective.teacher.efficacy	368
2	5.7	District.Contact.Person	District.Contact.Person	MMD.DCI.expectations.logistics.DESE.specifics	369
2	7.7	District.Contact.Person	District.Contact.Person	Alignment.and.systems.planning	370
2	8.7	District.Contact.Person	District.Contact.Person	Practice.profiles	371
2	6.7	District.Contact.Person	District.Contact.Person	Self.assessment.practice.profile..SAPP.	372
2	21.7	District.Contact.Person	District.Contact.Person	Learning.module.materials..i.e..power.points..handouts.	373
2	7.7	District.Contact.Person	District.Contact.Person	DESE.virtual.learning.platform	374
2	6.7	District.Contact.Person	District.Contact.Person	Review.of.CFA.data	375
2	3.7	District.Contact.Person	District.Contact.Person	CWIS	376
2	9.7	District.Contact.Person	District.Contact.Person	Distance.Learning	377
2	29.7	District.Contact.Person	District.Contact.Person	Virtual.Learning.Modules.and.or.PowerPoints	378
2	4.7	District.Contact.Person	District.Contact.Person	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	379
2	1.7	District.Contact.Person	District.Contact.Person	Interaction.Type_Virtual	380
2	0.7	District.Contact.Person	District.Contact.Person	Interaction.Type_In-person	381
2	3.7	District.Contact.Person	District.Contact.Person	Interaction.Type_In-person and virtual	382
2	4.7	District.Contact.Person	District.Contact.Person	Interaction.Type_Phone	383
2	2.7	District.Contact.Person	District.Contact.Person	Interaction.Type_Unknown	384
2	0.7	District.Leadership.Team.Members	District.Leadership.Team.Members	District.Leadership.Team.Members	385
2	4.7	District.Leadership.Team.Members	District.Leadership.Team.Members	District.Contact.Person	386
2	3.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Building.Leadership.Team.Members	387
2	7.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Other.District.Administrators	388
2	16.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Other.Building.Administrators	389
2	7.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Building.level.Educators	390
2	23.7	District.Leadership.Team.Members	District.Leadership.Team.Members	RPDC.Director	391
2	29.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Area.Supervisor	392
2	19.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Parents	393
2	12.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Collaborative.teams	394
2	29.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Common.formative.assessment	395
2	13.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Data.based.decision.making	396
2	5.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Effective.teaching.learning.practices	397
2	25.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Instructional.Leadership	398
2	14.7	District.Leadership.Team.Members	District.Leadership.Team.Members	School.based.implementation.coaching	399
2	27.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Collective.teacher.efficacy	400
2	23.7	District.Leadership.Team.Members	District.Leadership.Team.Members	MMD.DCI.expectations.logistics.DESE.specifics	401
2	9.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Alignment.and.systems.planning	402
2	5.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Practice.profiles	403
2	4.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Self.assessment.practice.profile..SAPP.	404
2	9.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Learning.module.materials..i.e..power.points..handouts.	405
2	11.7	District.Leadership.Team.Members	District.Leadership.Team.Members	DESE.virtual.learning.platform	406
2	21.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Review.of.CFA.data	407
2	7.7	District.Leadership.Team.Members	District.Leadership.Team.Members	CWIS	408
2	19.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Distance.Learning	409
2	23.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Virtual.Learning.Modules.and.or.PowerPoints	410
2	16.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	411
2	4.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Interaction.Type_Virtual	412
2	7.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Interaction.Type_In-person	413
2	6.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Interaction.Type_In-person and virtual	414
2	1.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Interaction.Type_Phone	415
2	14.7	District.Leadership.Team.Members	District.Leadership.Team.Members	Interaction.Type_Unknown	416
2	4.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	District.Leadership.Team.Members	417
2	21.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	District.Contact.Person	418
2	2.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Building.Leadership.Team.Members	419
2	17.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Other.District.Administrators	420
2	11.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Other.Building.Administrators	421
2	3.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Building.level.Educators	422
2	17.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	RPDC.Director	423
2	28.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Area.Supervisor	424
2	11.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Parents	425
2	14.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Collaborative.teams	426
2	24.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Common.formative.assessment	427
2	14.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Data.based.decision.making	428
2	0.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Effective.teaching.learning.practices	429
2	19.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Instructional.Leadership	430
2	2.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	School.based.implementation.coaching	431
2	12.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Collective.teacher.efficacy	432
2	13.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	MMD.DCI.expectations.logistics.DESE.specifics	433
2	24.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Alignment.and.systems.planning	434
2	4.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Practice.profiles	435
2	15.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Self.assessment.practice.profile..SAPP.	436
2	12.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Learning.module.materials..i.e..power.points..handouts.	437
2	25.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	DESE.virtual.learning.platform	438
2	10.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Review.of.CFA.data	439
2	14.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	CWIS	440
2	5.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Distance.Learning	441
2	25.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Virtual.Learning.Modules.and.or.PowerPoints	442
2	11.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	443
2	28.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Interaction.Type_Virtual	444
2	14.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Interaction.Type_In-person	445
2	5.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Interaction.Type_In-person and virtual	446
2	17.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Interaction.Type_Phone	447
2	22.7	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Interaction.Type_Unknown	448
2	27.7	Instructional.Leadership	Instructional.Leadership	District.Leadership.Team.Members	449
2	27.7	Instructional.Leadership	Instructional.Leadership	District.Contact.Person	450
2	29.7	Instructional.Leadership	Instructional.Leadership	Building.Leadership.Team.Members	451
2	29.7	Instructional.Leadership	Instructional.Leadership	Other.District.Administrators	452
2	26.7	Instructional.Leadership	Instructional.Leadership	Other.Building.Administrators	453
2	14.7	Instructional.Leadership	Instructional.Leadership	Building.level.Educators	454
2	10.7	Instructional.Leadership	Instructional.Leadership	RPDC.Director	455
2	10.7	Instructional.Leadership	Instructional.Leadership	Area.Supervisor	456
2	4.7	Instructional.Leadership	Instructional.Leadership	Parents	457
2	6.7	Instructional.Leadership	Instructional.Leadership	Collaborative.teams	458
2	17.7	Instructional.Leadership	Instructional.Leadership	Common.formative.assessment	459
2	4.7	Instructional.Leadership	Instructional.Leadership	Data.based.decision.making	460
2	23.7	Instructional.Leadership	Instructional.Leadership	Effective.teaching.learning.practices	461
2	0.7	Instructional.Leadership	Instructional.Leadership	Instructional.Leadership	462
2	3.7	Instructional.Leadership	Instructional.Leadership	School.based.implementation.coaching	463
2	10.7	Instructional.Leadership	Instructional.Leadership	Collective.teacher.efficacy	464
2	21.7	Instructional.Leadership	Instructional.Leadership	MMD.DCI.expectations.logistics.DESE.specifics	465
2	4.7	Instructional.Leadership	Instructional.Leadership	Alignment.and.systems.planning	466
2	20.7	Instructional.Leadership	Instructional.Leadership	Practice.profiles	467
2	28.7	Instructional.Leadership	Instructional.Leadership	Self.assessment.practice.profile..SAPP.	468
2	11.7	Instructional.Leadership	Instructional.Leadership	Learning.module.materials..i.e..power.points..handouts.	469
2	19.7	Instructional.Leadership	Instructional.Leadership	DESE.virtual.learning.platform	470
2	16.7	Instructional.Leadership	Instructional.Leadership	Review.of.CFA.data	471
2	18.7	Instructional.Leadership	Instructional.Leadership	CWIS	472
2	25.7	Instructional.Leadership	Instructional.Leadership	Distance.Learning	473
2	27.7	Instructional.Leadership	Instructional.Leadership	Virtual.Learning.Modules.and.or.PowerPoints	474
2	1.7	Instructional.Leadership	Instructional.Leadership	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	475
2	26.7	Instructional.Leadership	Instructional.Leadership	Interaction.Type_Virtual	476
2	21.7	Instructional.Leadership	Instructional.Leadership	Interaction.Type_In-person	477
2	19.7	Instructional.Leadership	Instructional.Leadership	Interaction.Type_In-person and virtual	478
2	9.7	Instructional.Leadership	Instructional.Leadership	Interaction.Type_Phone	479
2	25.7	Instructional.Leadership	Instructional.Leadership	Interaction.Type_Unknown	480
2	5.7	Interaction.Type_Phone	Interaction.Type_Phone	District.Leadership.Team.Members	481
2	12.7	Interaction.Type_Phone	Interaction.Type_Phone	District.Contact.Person	482
2	24.7	Interaction.Type_Phone	Interaction.Type_Phone	Building.Leadership.Team.Members	483
2	27.7	Interaction.Type_Phone	Interaction.Type_Phone	Other.District.Administrators	484
2	28.7	Interaction.Type_Phone	Interaction.Type_Phone	Other.Building.Administrators	485
2	22.7	Interaction.Type_Phone	Interaction.Type_Phone	Building.level.Educators	486
2	26.7	Interaction.Type_Phone	Interaction.Type_Phone	RPDC.Director	487
2	24.7	Interaction.Type_Phone	Interaction.Type_Phone	Area.Supervisor	488
2	10.7	Interaction.Type_Phone	Interaction.Type_Phone	Parents	489
2	25.7	Interaction.Type_Phone	Interaction.Type_Phone	Collaborative.teams	490
2	27.7	Interaction.Type_Phone	Interaction.Type_Phone	Common.formative.assessment	491
2	27.7	Interaction.Type_Phone	Interaction.Type_Phone	Data.based.decision.making	492
2	22.7	Interaction.Type_Phone	Interaction.Type_Phone	Effective.teaching.learning.practices	493
2	13.7	Interaction.Type_Phone	Interaction.Type_Phone	Instructional.Leadership	494
2	28.7	Interaction.Type_Phone	Interaction.Type_Phone	School.based.implementation.coaching	495
2	18.7	Interaction.Type_Phone	Interaction.Type_Phone	Collective.teacher.efficacy	496
2	14.7	Interaction.Type_Phone	Interaction.Type_Phone	MMD.DCI.expectations.logistics.DESE.specifics	497
2	25.7	Interaction.Type_Phone	Interaction.Type_Phone	Alignment.and.systems.planning	498
2	11.7	Interaction.Type_Phone	Interaction.Type_Phone	Practice.profiles	499
2	10.7	Interaction.Type_Phone	Interaction.Type_Phone	Self.assessment.practice.profile..SAPP.	500
2	22.7	Interaction.Type_Phone	Interaction.Type_Phone	Learning.module.materials..i.e..power.points..handouts.	501
2	22.7	Interaction.Type_Phone	Interaction.Type_Phone	DESE.virtual.learning.platform	502
2	26.7	Interaction.Type_Phone	Interaction.Type_Phone	Review.of.CFA.data	503
2	9.7	Interaction.Type_Phone	Interaction.Type_Phone	CWIS	504
2	26.7	Interaction.Type_Phone	Interaction.Type_Phone	Distance.Learning	505
2	22.7	Interaction.Type_Phone	Interaction.Type_Phone	Virtual.Learning.Modules.and.or.PowerPoints	506
2	14.7	Interaction.Type_Phone	Interaction.Type_Phone	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	507
2	10.7	Interaction.Type_Phone	Interaction.Type_Phone	Interaction.Type_Virtual	508
2	5.7	Interaction.Type_Phone	Interaction.Type_Phone	Interaction.Type_In-person	509
2	0.7	Interaction.Type_Phone	Interaction.Type_Phone	Interaction.Type_In-person and virtual	510
2	0.7	Interaction.Type_Phone	Interaction.Type_Phone	Interaction.Type_Phone	511
2	6.7	Interaction.Type_Phone	Interaction.Type_Phone	Interaction.Type_Unknown	512
2	20.7	Interaction.Type_Unknown	Interaction.Type_Unknown	District.Leadership.Team.Members	513
2	10.7	Interaction.Type_Unknown	Interaction.Type_Unknown	District.Contact.Person	514
2	21.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Building.Leadership.Team.Members	515
2	11.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Other.District.Administrators	516
2	24.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Other.Building.Administrators	517
2	24.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Building.level.Educators	518
2	4.7	Interaction.Type_Unknown	Interaction.Type_Unknown	RPDC.Director	519
2	25.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Area.Supervisor	520
2	7.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Parents	521
2	13.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Collaborative.teams	522
2	28.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Common.formative.assessment	523
2	22.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Data.based.decision.making	524
2	26.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Effective.teaching.learning.practices	525
2	23.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Instructional.Leadership	526
2	24.7	Interaction.Type_Unknown	Interaction.Type_Unknown	School.based.implementation.coaching	527
2	24.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Collective.teacher.efficacy	528
2	28.7	Interaction.Type_Unknown	Interaction.Type_Unknown	MMD.DCI.expectations.logistics.DESE.specifics	529
2	26.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Alignment.and.systems.planning	530
2	22.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Practice.profiles	531
2	27.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Self.assessment.practice.profile..SAPP.	532
2	17.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Learning.module.materials..i.e..power.points..handouts.	533
2	23.7	Interaction.Type_Unknown	Interaction.Type_Unknown	DESE.virtual.learning.platform	534
2	19.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Review.of.CFA.data	535
2	19.7	Interaction.Type_Unknown	Interaction.Type_Unknown	CWIS	536
2	20.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Distance.Learning	537
2	17.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Virtual.Learning.Modules.and.or.PowerPoints	538
2	23.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	539
2	22.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Interaction.Type_Virtual	540
2	13.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Interaction.Type_In-person	541
2	29.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Interaction.Type_In-person and virtual	542
2	10.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Interaction.Type_Phone	543
2	0.7	Interaction.Type_Unknown	Interaction.Type_Unknown	Interaction.Type_Unknown	544
2	12.7	Interaction.Type_Virtual	Interaction.Type_Virtual	District.Leadership.Team.Members	545
2	6.7	Interaction.Type_Virtual	Interaction.Type_Virtual	District.Contact.Person	546
2	18.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Building.Leadership.Team.Members	547
2	16.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Other.District.Administrators	548
2	25.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Other.Building.Administrators	549
2	19.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Building.level.Educators	550
2	12.7	Interaction.Type_Virtual	Interaction.Type_Virtual	RPDC.Director	551
2	27.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Area.Supervisor	552
2	24.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Parents	553
2	29.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Collaborative.teams	554
2	11.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Common.formative.assessment	555
2	19.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Data.based.decision.making	556
2	28.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Effective.teaching.learning.practices	557
2	29.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Instructional.Leadership	558
2	17.7	Interaction.Type_Virtual	Interaction.Type_Virtual	School.based.implementation.coaching	559
2	29.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Collective.teacher.efficacy	560
2	10.7	Interaction.Type_Virtual	Interaction.Type_Virtual	MMD.DCI.expectations.logistics.DESE.specifics	561
2	12.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Alignment.and.systems.planning	562
2	12.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Practice.profiles	563
2	16.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Self.assessment.practice.profile..SAPP.	564
2	24.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Learning.module.materials..i.e..power.points..handouts.	565
2	15.7	Interaction.Type_Virtual	Interaction.Type_Virtual	DESE.virtual.learning.platform	566
2	17.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Review.of.CFA.data	567
2	11.7	Interaction.Type_Virtual	Interaction.Type_Virtual	CWIS	568
2	29.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Distance.Learning	569
2	15.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Virtual.Learning.Modules.and.or.PowerPoints	570
2	20.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	571
2	0.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Interaction.Type_Virtual	572
2	17.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Interaction.Type_In-person	573
2	1.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Interaction.Type_In-person and virtual	574
2	7.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Interaction.Type_Phone	575
2	24.7	Interaction.Type_Virtual	Interaction.Type_Virtual	Interaction.Type_Unknown	576
2	19.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Leadership.Team.Members	577
2	15.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Contact.Person	578
2	20.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.Leadership.Team.Members	579
2	14.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.District.Administrators	580
2	17.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.Building.Administrators	581
2	16.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.level.Educators	582
2	11.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	RPDC.Director	583
2	15.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Area.Supervisor	584
2	22.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Parents	585
2	24.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collaborative.teams	586
2	23.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Common.formative.assessment	587
2	20.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Data.based.decision.making	588
2	15.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Effective.teaching.learning.practices	589
2	1.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Instructional.Leadership	590
2	25.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	School.based.implementation.coaching	591
2	28.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collective.teacher.efficacy	592
2	24.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	MMD.DCI.expectations.logistics.DESE.specifics	593
2	11.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Alignment.and.systems.planning	594
2	29.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Practice.profiles	595
2	20.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Self.assessment.practice.profile..SAPP.	596
2	10.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Learning.module.materials..i.e..power.points..handouts.	597
2	27.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	DESE.virtual.learning.platform	598
2	11.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Review.of.CFA.data	599
2	28.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	CWIS	600
2	27.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Distance.Learning	601
2	2.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Virtual.Learning.Modules.and.or.PowerPoints	602
2	0.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	603
2	21.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Virtual	604
2	15.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_In-person	605
2	21.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_In-person and virtual	606
2	12.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Phone	607
2	23.7	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Unknown	608
