group	fill	y	tooltip	ymin	ymax	colour
1	#FFCAB8	-6	0.275996138199605	-6.5	-5.5	#FFCAB8
2	#FFF1EC	-20	0.071306000336593	-20.5	-19.5	#FFF1EC
3	#F4EBFF	-19	-0.0858759930253551	-19.5	-18.5	#F4EBFF
4	#E8D7FF	-11	-0.170446093803121	-11.5	-10.5	#E8D7FF
5	#FFBBA5	-4	0.354849789991004	-4.5	-3.5	#FFBBA5
6	#FAF6FF	-25	-0.0396588705189301	-25.5	-24.5	#FAF6FF
7	#FFF4F0	-22	0.0586169975987172	-22.5	-21.5	#FFF4F0
8	#EEE1FF	-16	-0.129217036033065	-16.5	-15.5	#EEE1FF
9	#FFBAA3	-3	0.359370971433821	-3.5	-2.5	#FFBAA3
10	#FFF8F5	-26	0.0370900355375174	-26.5	-25.5	#FFF8F5
11	#FFE9E2	-17	0.11285487715627	-17.5	-16.5	#FFE9E2
12	#FF0000	-1	1	-1.5	-0.5	#FF0000
13	#FFB7A0	-2	0.374830285034791	-2.5	-1.5	#FFB7A0
14	#FDFCFF	-29	-0.0117320137047422	-29.5	-28.5	#FDFCFF
15	#FFF6F3	-24	0.0461180353136339	-24.5	-23.5	#FFF6F3
16	#E0CAFF	-7	-0.226296147294645	-7.5	-6.5	#E0CAFF
17	#F1E7FF	-18	-0.100918896753186	-18.5	-17.5	#F1E7FF
18	#E7D7FF	-10	-0.172300896883521	-10.5	-9.5	#E7D7FF
19	#FFF8F6	-27	0.0349325821978584	-27.5	-26.5	#FFF8F6
20	#FFF4F0	-23	0.056179721064515	-23.5	-22.5	#FFF4F0
21	#FFBFA9	-5	0.335201382520433	-5.5	-4.5	#FFBFA9
22	#E9D9FF	-14	-0.162257838886392	-14.5	-13.5	#E9D9FF
23	#FFDFD3	-12	0.169558596055391	-12.5	-11.5	#FFDFD3
24	#FFFCFA	-28	0.0176673246020725	-28.5	-27.5	#FFFCFA
25	#FFD8CA	-9	0.203973465276241	-9.5	-8.5	#FFD8CA
26	#FFE0D4	-13	0.164279324441205	-13.5	-12.5	#FFE0D4
27	#EDE0FF	-15	-0.133565421114123	-15.5	-14.5	#EDE0FF
28	#FFF3EF	-21	0.0607635248694967	-21.5	-20.5	#FFF3EF
29	#FFD5C6	-8	0.220385197781939	-8.5	-7.5	#FFD5C6
30	#FFFDFC	-30	0.0105846421027774	-30.5	-29.5	#FFFDFC
