group	fill	y	tooltip	ymin	ymax	colour
1	#FFE2D8	-6	0.15108108558803	-6.5	-5.5	#FFE2D8
2	#FFF0EB	-15	0.0766810408683698	-15.5	-14.5	#FFF0EB
3	#FFDCCF	-4	0.185357346617649	-4.5	-3.5	#FFDCCF
4	#FFF7F4	-24	0.0407126475400459	-24.5	-23.5	#FFF7F4
5	#FCFAFF	-26	-0.0199981111036554	-26.5	-25.5	#FCFAFF
6	#FFF2ED	-16	0.0691023749682452	-16.5	-15.5	#FFF2ED
7	#FFE1D6	-5	0.158405768032525	-5.5	-4.5	#FFE1D6
8	#FFF7F4	-23	0.0411467234462862	-23.5	-22.5	#FFF7F4
9	#FFEDE6	-12	0.0966887984313428	-12.5	-11.5	#FFEDE6
10	#FFEFEA	-14	0.0818463991920621	-14.5	-13.5	#FFEFEA
11	#F6F0FF	-18	-0.0640403455725976	-18.5	-17.5	#F6F0FF
12	#FFF3EF	-19	0.0607635248694967	-19.5	-18.5	#FFF3EF
13	#FFE7DE	-10	0.126089415103956	-10.5	-9.5	#FFE7DE
14	#FFD6C7	-3	0.216697138410097	-3.5	-2.5	#FFD6C7
15	#FFC7B4	-2	0.292305015467575	-2.5	-1.5	#FFC7B4
16	#FEFEFF	-29	-0.00550207640897845	-29.5	-28.5	#FEFEFF
17	#FFE7DE	-9	0.12841900981886	-9.5	-8.5	#FFE7DE
18	#F8F2FF	-21	-0.0541690521361182	-21.5	-20.5	#F8F2FF
19	#FCF9FF	-25	-0.0241536148237779	-25.5	-24.5	#FCF9FF
20	#FFEFE9	-13	0.0840298168520392	-13.5	-12.5	#FFEFE9
21	#FFE6DD	-8	0.132023539838621	-8.5	-7.5	#FFE6DD
22	#F7F1FF	-20	-0.0589885394765255	-20.5	-19.5	#F7F1FF
23	#FEFDFF	-28	-0.0069239743974298	-28.5	-27.5	#FEFDFF
24	#FEFEFF	-30	-0.003877714526233	-30.5	-29.5	#FEFEFF
25	#FFF7F3	-22	0.0439932185033912	-22.5	-21.5	#FFF7F3
26	#FFFDFD	-27	0.00852448744905636	-27.5	-26.5	#FFFDFD
27	#FFF2EE	-17	0.0667307599352337	-17.5	-16.5	#FFF2EE
28	#FF0000	-1	1	-1.5	-0.5	#FF0000
29	#FFE4DB	-7	0.139184041830629	-7.5	-6.5	#FFE4DB
30	#F1E6FF	-11	-0.104133805794296	-11.5	-10.5	#F1E6FF
