group	fill	y	tooltip	ymin	ymax	colour
1	#EFE4FF	-12	-0.116592150895684	-12.5	-11.5	#EFE4FF
2	#FFDFD4	-8	0.165409881222657	-8.5	-7.5	#FFDFD4
3	#FFC8B5	-3	0.288863511687951	-3.5	-2.5	#FFC8B5
4	#FFC0AB	-2	0.329130599072631	-2.5	-1.5	#FFC0AB
5	#E9DAFF	-10	-0.158443162023793	-10.5	-9.5	#E9DAFF
6	#FFE9E1	-13	0.1133941405621	-13.5	-12.5	#FFE9E1
7	#FFEBE4	-14	0.102343775177134	-14.5	-13.5	#FFEBE4
8	#FFDACD	-4	0.193981096458159	-4.5	-3.5	#FFDACD
9	#E7D7FF	-7	-0.172318512877214	-7.5	-6.5	#E7D7FF
10	#FFEFE8	-16	0.086374948368235	-16.5	-15.5	#FFEFE8
11	#F8F2FF	-21	-0.0548173941796373	-21.5	-20.5	#F8F2FF
12	#E9D9FF	-9	-0.162257838886392	-9.5	-8.5	#E9D9FF
13	#FFF6F3	-23	0.0452619060749653	-23.5	-22.5	#FFF6F3
14	#FFF2EE	-18	0.0660828480980431	-18.5	-17.5	#FFF2EE
15	#F8F2FF	-22	-0.0545672060153286	-22.5	-21.5	#F8F2FF
16	#FEFCFF	-29	-0.0112843093899295	-29.5	-28.5	#FEFCFF
17	#FDFCFF	-28	-0.0122190751803561	-28.5	-27.5	#FDFCFF
18	#FAF7FF	-26	-0.0344781770563908	-26.5	-25.5	#FAF7FF
19	#F9F5FF	-24	-0.0431625588562055	-24.5	-23.5	#F9F5FF
20	#FFF4F0	-20	0.0560815777192896	-20.5	-19.5	#FFF4F0
21	#E6D4FF	-6	-0.183031688674345	-6.5	-5.5	#E6D4FF
22	#FF0000	-1	1	-1.5	-0.5	#FF0000
23	#FFE2D8	-11	0.151920369557052	-11.5	-10.5	#FFE2D8
24	#FFFEFD	-30	0.00761841014033204	-30.5	-29.5	#FFFEFD
25	#FFF7F5	-25	0.039811964730117	-25.5	-24.5	#FFF7F5
26	#F5EEFF	-17	-0.0731163742496243	-17.5	-16.5	#F5EEFF
27	#FFEEE8	-15	0.0882798015893063	-15.5	-14.5	#FFEEE8
28	#F7F1FF	-19	-0.0589885394765255	-19.5	-18.5	#F7F1FF
29	#FBF7FF	-27	-0.0318334699547385	-27.5	-26.5	#FBF7FF
30	#E5D3FF	-5	-0.185779410540138	-5.5	-4.5	#E5D3FF
