group	y
1	-16.3
2	-29.3
3	-2.3
4	-1.3
5	-3.3
6	-24.3
7	-25.3
8	-13.3
9	-8.3
10	-18.3
11	-17.3
12	-11.3
13	-12.3
14	-4.3
15	-10.3
16	-20.3
17	-27.3
18	-22.3
19	-19.3
20	-15.3
21	-5.3
22	-6.3
23	-26.3
24	-28.3
25	-21.3
26	-9.3
27	-30.3
28	-23.3
29	-14.3
30	-7.3
