x	y	label	tooltip	clickSelects	showSelected1	group
2	-27.3	DESE.virtual.learning.platform	0.0274617135323104	DESE.virtual.learning.platform	Building.Leadership.Team.Members	300
2	-16.3	DESE.virtual.learning.platform	0.0707442460228441	DESE.virtual.learning.platform	Other.District.Administrators	301
2	-11.3	DESE.virtual.learning.platform	-0.134025442418204	DESE.virtual.learning.platform	Other.Building.Administrators	302
2	-8.3	DESE.virtual.learning.platform	-0.224613618956607	DESE.virtual.learning.platform	Building.level.Educators	303
2	-8.3	DESE.virtual.learning.platform	0.166247523995299	DESE.virtual.learning.platform	RPDC.Director	304
2	-7.3	DESE.virtual.learning.platform	0.13926743579448	DESE.virtual.learning.platform	Area.Supervisor	305
2	-31.3	DESE.virtual.learning.platform	-0.000936684845895018	DESE.virtual.learning.platform	Parents	306
2	-6.3	DESE.virtual.learning.platform	0.182942530486703	DESE.virtual.learning.platform	Collaborative.teams	307
2	-13.3	DESE.virtual.learning.platform	0.105388541553633	DESE.virtual.learning.platform	Common.formative.assessment	308
2	-8.3	DESE.virtual.learning.platform	0.170299248452424	DESE.virtual.learning.platform	Data.based.decision.making	309
2	-20.3	DESE.virtual.learning.platform	-0.040107363966117	DESE.virtual.learning.platform	Effective.teaching.learning.practices	310
2	-16.3	DESE.virtual.learning.platform	0.0900762418565402	DESE.virtual.learning.platform	Instructional.Leadership	311
2	-21.3	DESE.virtual.learning.platform	0.059811049026416	DESE.virtual.learning.platform	School.based.implementation.coaching	312
2	-13.3	DESE.virtual.learning.platform	0.0789094846107642	DESE.virtual.learning.platform	Collective.teacher.efficacy	313
2	-2.3	DESE.virtual.learning.platform	0.601922024377235	DESE.virtual.learning.platform	MMD.DCI.expectations.logistics.DESE.specifics	314
2	-5.3	DESE.virtual.learning.platform	0.275017348675923	DESE.virtual.learning.platform	Alignment.and.systems.planning	315
2	-4.3	DESE.virtual.learning.platform	0.268173643924966	DESE.virtual.learning.platform	Practice.profiles	316
2	-2.3	DESE.virtual.learning.platform	0.601533125787202	DESE.virtual.learning.platform	Self.assessment.practice.profile..SAPP.	317
2	-3.3	DESE.virtual.learning.platform	0.348052303409258	DESE.virtual.learning.platform	Learning.module.materials..i.e..power.points..handouts.	318
2	-1.3	DESE.virtual.learning.platform	1	DESE.virtual.learning.platform	DESE.virtual.learning.platform	319
2	-21.3	DESE.virtual.learning.platform	0.046482730451777	DESE.virtual.learning.platform	Review.of.CFA.data	320
2	-3.3	DESE.virtual.learning.platform	0.427748634658118	DESE.virtual.learning.platform	CWIS	321
2	-15.3	DESE.virtual.learning.platform	0.052997960433854	DESE.virtual.learning.platform	Distance.Learning	322
2	-5.3	DESE.virtual.learning.platform	0.183248370999537	DESE.virtual.learning.platform	Virtual.Learning.Modules.and.or.PowerPoints	323
2	-31.3	DESE.virtual.learning.platform	-0.000240764870038772	DESE.virtual.learning.platform	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	324
2	-15.3	DESE.virtual.learning.platform	-0.0656618327498835	DESE.virtual.learning.platform	Interaction.Type_Virtual	325
2	-3.3	DESE.virtual.learning.platform	-0.342590785858764	DESE.virtual.learning.platform	Interaction.Type_In-person	326
2	-9.3	DESE.virtual.learning.platform	-0.0899489360730416	DESE.virtual.learning.platform	Interaction.Type_In-person and virtual	327
2	-8.3	DESE.virtual.learning.platform	-0.148644687658509	DESE.virtual.learning.platform	Interaction.Type_Phone	328
2	-5.3	DESE.virtual.learning.platform	-0.103852422441857	DESE.virtual.learning.platform	Interaction.Type_Unknown	329
2	-7.3	DESE.virtual.learning.platform	-0.111971356526011	DESE.virtual.learning.platform	ETLP_avg	330
2	-23.3	Data.based.decision.making	0.076078212976107	Data.based.decision.making	District.Leadership.Team.Members	265
2	-25.3	Data.based.decision.making	0.0297680832982475	Data.based.decision.making	District.Contact.Person	266
2	-9.3	Data.based.decision.making	0.174942690540133	Data.based.decision.making	Building.Leadership.Team.Members	267
2	-24.3	Data.based.decision.making	0.0318080206176555	Data.based.decision.making	Other.District.Administrators	268
2	-15.3	Data.based.decision.making	0.0937737056996042	Data.based.decision.making	Other.Building.Administrators	269
2	-15.3	Data.based.decision.making	-0.116762735750008	Data.based.decision.making	Building.level.Educators	270
2	-30.3	Data.based.decision.making	-0.00391287466042546	Data.based.decision.making	RPDC.Director	271
2	-22.3	Data.based.decision.making	0.032543424950641	Data.based.decision.making	Area.Supervisor	272
2	-13.3	Data.based.decision.making	-0.0380454075441144	Data.based.decision.making	Parents	273
2	-3.3	Data.based.decision.making	0.377347856266215	Data.based.decision.making	Collaborative.teams	274
2	-3.3	Data.based.decision.making	0.299618052222079	Data.based.decision.making	Common.formative.assessment	275
2	-1.3	Data.based.decision.making	1	Data.based.decision.making	Data.based.decision.making	276
2	-21.3	Data.based.decision.making	-0.0394960112383556	Data.based.decision.making	Effective.teaching.learning.practices	277
2	-3.3	Data.based.decision.making	0.286631512162332	Data.based.decision.making	Instructional.Leadership	278
2	-22.3	Data.based.decision.making	0.0554690460599846	Data.based.decision.making	School.based.implementation.coaching	279
2	-4.3	Data.based.decision.making	0.159716379952337	Data.based.decision.making	Collective.teacher.efficacy	280
2	-30.3	Data.based.decision.making	0.0138403494771648	Data.based.decision.making	MMD.DCI.expectations.logistics.DESE.specifics	281
2	-19.3	Data.based.decision.making	0.0780939677565345	Data.based.decision.making	Alignment.and.systems.planning	282
2	-14.3	Data.based.decision.making	0.135259481434352	Data.based.decision.making	Practice.profiles	283
2	-12.3	Data.based.decision.making	0.200921121653573	Data.based.decision.making	Self.assessment.practice.profile..SAPP.	284
2	-25.3	Data.based.decision.making	0.0371611405775516	Data.based.decision.making	Learning.module.materials..i.e..power.points..handouts.	285
2	-13.3	Data.based.decision.making	0.170299248452424	Data.based.decision.making	DESE.virtual.learning.platform	286
2	-3.3	Data.based.decision.making	0.292692095310675	Data.based.decision.making	Review.of.CFA.data	287
2	-25.3	Data.based.decision.making	0.0688238258135454	Data.based.decision.making	CWIS	288
2	-13.3	Data.based.decision.making	-0.0663010905537539	Data.based.decision.making	Distance.Learning	289
2	-17.3	Data.based.decision.making	-0.123626749960887	Data.based.decision.making	Virtual.Learning.Modules.and.or.PowerPoints	290
2	-14.3	Data.based.decision.making	0.0437139550805573	Data.based.decision.making	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	291
2	-29.3	Data.based.decision.making	0.0183694269244784	Data.based.decision.making	Interaction.Type_Virtual	292
2	-22.3	Data.based.decision.making	0.112081432817518	Data.based.decision.making	Interaction.Type_In-person	293
2	-24.3	Data.based.decision.making	0.0312285952622622	Data.based.decision.making	Interaction.Type_In-person and virtual	294
2	-29.3	Data.based.decision.making	-0.00615157847511874	Data.based.decision.making	Interaction.Type_Phone	295
2	-16.3	Data.based.decision.making	0.0355562968903131	Data.based.decision.making	Interaction.Type_Unknown	296
2	-23.3	Data.based.decision.making	0.0454480455477275	Data.based.decision.making	ETLP_avg	297
2	-30.3	Distance.Learning	-0.0169669102990408	Distance.Learning	District.Leadership.Team.Members	331
2	-20.3	Distance.Learning	0.0817889276176978	Distance.Learning	District.Contact.Person	332
2	-17.3	Distance.Learning	-0.0741695076318769	Distance.Learning	Building.Leadership.Team.Members	333
2	-12.3	Distance.Learning	-0.103809017936175	Distance.Learning	Other.District.Administrators	334
2	-24.3	Distance.Learning	-0.034049758951236	Distance.Learning	Other.Building.Administrators	335
2	-20.3	Distance.Learning	-0.0880453355211458	Distance.Learning	Building.level.Educators	336
2	-23.3	Distance.Learning	-0.0152784726706198	Distance.Learning	RPDC.Director	337
2	-16.3	Distance.Learning	-0.0522757087111804	Distance.Learning	Area.Supervisor	338
2	-17.3	Distance.Learning	-0.0281101811076055	Distance.Learning	Parents	339
2	-22.3	Distance.Learning	-0.0381541317059943	Distance.Learning	Collaborative.teams	340
2	-27.3	Distance.Learning	-0.027830273286391	Distance.Learning	Common.formative.assessment	341
2	-17.3	Distance.Learning	-0.0663010905537539	Distance.Learning	Data.based.decision.making	342
2	-17.3	Distance.Learning	0.0462998701345648	Distance.Learning	Effective.teaching.learning.practices	343
2	-21.3	Distance.Learning	0.0453329794067133	Distance.Learning	Instructional.Leadership	344
2	-18.3	Distance.Learning	-0.0631086474532312	Distance.Learning	School.based.implementation.coaching	345
2	-26.3	Distance.Learning	-0.0275430246322705	Distance.Learning	Collective.teacher.efficacy	346
2	-25.3	Distance.Learning	0.0458814231119795	Distance.Learning	MMD.DCI.expectations.logistics.DESE.specifics	347
2	-28.3	Distance.Learning	0.0132648545395541	Distance.Learning	Alignment.and.systems.planning	348
2	-28.3	Distance.Learning	-0.0229804151037738	Distance.Learning	Practice.profiles	349
2	-20.3	Distance.Learning	-0.0930043364764676	Distance.Learning	Self.assessment.practice.profile..SAPP.	350
2	-21.3	Distance.Learning	-0.0670860941811266	Distance.Learning	Learning.module.materials..i.e..power.points..handouts.	351
2	-26.3	Distance.Learning	0.052997960433854	Distance.Learning	DESE.virtual.learning.platform	352
2	-9.3	Distance.Learning	-0.0854975838326471	Distance.Learning	Review.of.CFA.data	353
2	-24.3	Distance.Learning	-0.0778892611523653	Distance.Learning	CWIS	354
2	-1.3	Distance.Learning	1	Distance.Learning	Distance.Learning	355
2	-2.3	Distance.Learning	0.372839195324485	Distance.Learning	Virtual.Learning.Modules.and.or.PowerPoints	356
2	-2.3	Distance.Learning	0.178836597622946	Distance.Learning	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	357
2	-8.3	Distance.Learning	0.123786743156907	Distance.Learning	Interaction.Type_Virtual	358
2	-23.3	Distance.Learning	-0.0994402411369452	Distance.Learning	Interaction.Type_In-person	359
2	-12.3	Distance.Learning	0.0807434848515573	Distance.Learning	Interaction.Type_In-person and virtual	360
2	-24.3	Distance.Learning	0.0236196642417028	Distance.Learning	Interaction.Type_Phone	361
2	-23.3	Distance.Learning	-0.0186178425558664	Distance.Learning	Interaction.Type_Unknown	362
2	-20.3	Distance.Learning	0.0498864838068653	Distance.Learning	ETLP_avg	363
2	-2.3	District.Contact.Person	0.374814397399857	District.Contact.Person	District.Leadership.Team.Members	364
2	-1.3	District.Contact.Person	1	District.Contact.Person	District.Contact.Person	365
2	-23.3	District.Contact.Person	-0.0402347120935175	District.Contact.Person	Building.Leadership.Team.Members	366
2	-6.3	District.Contact.Person	0.168080517622451	District.Contact.Person	Other.District.Administrators	367
2	-7.3	District.Contact.Person	-0.147845138149521	District.Contact.Person	Other.Building.Administrators	368
2	-12.3	District.Contact.Person	-0.123504624306458	District.Contact.Person	Building.level.Educators	369
2	-9.3	District.Contact.Person	0.156907143109698	District.Contact.Person	RPDC.Director	370
2	-17.3	District.Contact.Person	0.0493802391991905	District.Contact.Person	Area.Supervisor	371
2	-26.3	District.Contact.Person	0.0114567815959874	District.Contact.Person	Parents	372
2	-18.3	District.Contact.Person	-0.0571473134455251	District.Contact.Person	Collaborative.teams	373
2	-11.3	District.Contact.Person	-0.120953788016363	District.Contact.Person	Common.formative.assessment	374
2	-27.3	District.Contact.Person	0.0297680832982475	District.Contact.Person	Data.based.decision.making	375
2	-28.3	District.Contact.Person	-0.0274937212659574	District.Contact.Person	Effective.teaching.learning.practices	376
2	-29.3	District.Contact.Person	-0.0102946106491194	District.Contact.Person	Instructional.Leadership	377
2	-26.3	District.Contact.Person	0.0290849272521257	District.Contact.Person	School.based.implementation.coaching	378
2	-14.3	District.Contact.Person	0.0662944085140787	District.Contact.Person	Collective.teacher.efficacy	379
2	-6.3	District.Contact.Person	0.330007128436744	District.Contact.Person	MMD.DCI.expectations.logistics.DESE.specifics	380
2	-7.3	District.Contact.Person	0.250329928703634	District.Contact.Person	Alignment.and.systems.planning	381
2	-7.3	District.Contact.Person	0.229758426399777	District.Contact.Person	Practice.profiles	382
2	-10.3	District.Contact.Person	0.219565560922676	District.Contact.Person	Self.assessment.practice.profile..SAPP.	383
2	-16.3	District.Contact.Person	0.0950340159116699	District.Contact.Person	Learning.module.materials..i.e..power.points..handouts.	384
2	-5.3	District.Contact.Person	0.363575728505619	District.Contact.Person	DESE.virtual.learning.platform	385
2	-7.3	District.Contact.Person	-0.113360573667582	District.Contact.Person	Review.of.CFA.data	386
2	-6.3	District.Contact.Person	0.353099585587935	District.Contact.Person	CWIS	387
2	-9.3	District.Contact.Person	0.0817889276176978	District.Contact.Person	Distance.Learning	388
2	-27.3	District.Contact.Person	0.0281660120895148	District.Contact.Person	Virtual.Learning.Modules.and.or.PowerPoints	389
2	-30.3	District.Contact.Person	0.00806628003826561	District.Contact.Person	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	390
2	-4.3	District.Contact.Person	-0.154139329604836	District.Contact.Person	Interaction.Type_Virtual	391
2	-1.3	District.Contact.Person	-0.525844365034381	District.Contact.Person	Interaction.Type_In-person	392
2	-13.3	District.Contact.Person	-0.0800540351087646	District.Contact.Person	Interaction.Type_In-person and virtual	393
2	-4.3	District.Contact.Person	-0.224018325302413	District.Contact.Person	Interaction.Type_Phone	394
2	-3.3	District.Contact.Person	-0.142609737191656	District.Contact.Person	Interaction.Type_Unknown	395
2	-9.3	District.Contact.Person	-0.094258448461574	District.Contact.Person	ETLP_avg	396
2	-1.3	District.Leadership.Team.Members	1	District.Leadership.Team.Members	District.Leadership.Team.Members	397
2	-2.3	District.Leadership.Team.Members	0.374814397399857	District.Leadership.Team.Members	District.Contact.Person	398
2	-4.3	District.Leadership.Team.Members	0.310027954686602	District.Leadership.Team.Members	Building.Leadership.Team.Members	399
2	-5.3	District.Leadership.Team.Members	0.181733264344675	District.Leadership.Team.Members	Other.District.Administrators	400
2	-19.3	District.Leadership.Team.Members	0.0726118139431839	District.Leadership.Team.Members	Other.Building.Administrators	401
2	-10.3	District.Leadership.Team.Members	0.185005602171157	District.Leadership.Team.Members	Building.level.Educators	402
2	-19.3	District.Leadership.Team.Members	0.0396771721601103	District.Leadership.Team.Members	RPDC.Director	403
2	-8.3	District.Leadership.Team.Members	0.126077581774061	District.Leadership.Team.Members	Area.Supervisor	404
2	-19.3	District.Leadership.Team.Members	0.0218735319247394	District.Leadership.Team.Members	Parents	405
2	-8.3	District.Leadership.Team.Members	0.175633455921077	District.Leadership.Team.Members	Collaborative.teams	406
2	-18.3	District.Leadership.Team.Members	-0.0658763512778809	District.Leadership.Team.Members	Common.formative.assessment	407
2	-15.3	District.Leadership.Team.Members	0.076078212976107	District.Leadership.Team.Members	Data.based.decision.making	408
2	-6.3	District.Leadership.Team.Members	0.224573554737861	District.Leadership.Team.Members	Effective.teaching.learning.practices	409
2	-14.3	District.Leadership.Team.Members	-0.110404334545535	District.Leadership.Team.Members	Instructional.Leadership	410
2	-7.3	District.Leadership.Team.Members	0.152250236256855	District.Leadership.Team.Members	School.based.implementation.coaching	411
2	-23.3	District.Leadership.Team.Members	0.0414626832668957	District.Leadership.Team.Members	Collective.teacher.efficacy	412
2	-17.3	District.Leadership.Team.Members	0.127438681160365	District.Leadership.Team.Members	MMD.DCI.expectations.logistics.DESE.specifics	413
2	-8.3	District.Leadership.Team.Members	0.21501111089328	District.Leadership.Team.Members	Alignment.and.systems.planning	414
2	-5.3	District.Leadership.Team.Members	0.240534122691555	District.Leadership.Team.Members	Practice.profiles	415
2	-7.3	District.Leadership.Team.Members	0.334894196552873	District.Leadership.Team.Members	Self.assessment.practice.profile..SAPP.	416
2	-8.3	District.Leadership.Team.Members	0.165858162925005	District.Leadership.Team.Members	Learning.module.materials..i.e..power.points..handouts.	417
2	-7.3	District.Leadership.Team.Members	0.315216816808566	District.Leadership.Team.Members	DESE.virtual.learning.platform	418
2	-10.3	District.Leadership.Team.Members	-0.0813893977427142	District.Leadership.Team.Members	Review.of.CFA.data	419
2	-17.3	District.Leadership.Team.Members	0.137893328064525	District.Leadership.Team.Members	CWIS	420
2	-29.3	District.Leadership.Team.Members	-0.0169669102990408	District.Leadership.Team.Members	Distance.Learning	421
2	-12.3	District.Leadership.Team.Members	-0.146850838766367	District.Leadership.Team.Members	Virtual.Learning.Modules.and.or.PowerPoints	422
2	-25.3	District.Leadership.Team.Members	0.015080373028504	District.Leadership.Team.Members	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	423
2	-6.3	District.Leadership.Team.Members	-0.129900759524888	District.Leadership.Team.Members	Interaction.Type_Virtual	424
2	-4.3	District.Leadership.Team.Members	-0.313994687563614	District.Leadership.Team.Members	Interaction.Type_In-person	425
2	-11.3	District.Leadership.Team.Members	-0.0811192696455841	District.Leadership.Team.Members	Interaction.Type_In-person and virtual	426
2	-2.3	District.Leadership.Team.Members	-0.277970458000989	District.Leadership.Team.Members	Interaction.Type_Phone	427
2	-11.3	District.Leadership.Team.Members	-0.0554088708014925	District.Leadership.Team.Members	Interaction.Type_Unknown	428
2	-17.3	District.Leadership.Team.Members	-0.0764057897887829	District.Leadership.Team.Members	ETLP_avg	429
2	-8.3	Effective.teaching.learning.practices	0.224573554737861	Effective.teaching.learning.practices	District.Leadership.Team.Members	430
2	-28.3	Effective.teaching.learning.practices	-0.0274937212659574	Effective.teaching.learning.practices	District.Contact.Person	431
2	-3.3	Effective.teaching.learning.practices	0.365258971252958	Effective.teaching.learning.practices	Building.Leadership.Team.Members	432
2	-26.3	Effective.teaching.learning.practices	0.0281099213461406	Effective.teaching.learning.practices	Other.District.Administrators	433
2	-23.3	Effective.teaching.learning.practices	0.0449179916898024	Effective.teaching.learning.practices	Other.Building.Administrators	434
2	-3.3	Effective.teaching.learning.practices	0.442671392927833	Effective.teaching.learning.practices	Building.level.Educators	435
2	-15.3	Effective.teaching.learning.practices	-0.0769236739948533	Effective.teaching.learning.practices	RPDC.Director	436
2	-25.3	Effective.teaching.learning.practices	0.02790713768324	Effective.teaching.learning.practices	Area.Supervisor	437
2	-7.3	Effective.teaching.learning.practices	0.0607068747733651	Effective.teaching.learning.practices	Parents	438
2	-24.3	Effective.teaching.learning.practices	0.0326566818455108	Effective.teaching.learning.practices	Collaborative.teams	439
2	-29.3	Effective.teaching.learning.practices	-0.0178900750340591	Effective.teaching.learning.practices	Common.formative.assessment	440
2	-21.3	Effective.teaching.learning.practices	-0.0394960112383556	Effective.teaching.learning.practices	Data.based.decision.making	441
2	-1.3	Effective.teaching.learning.practices	1	Effective.teaching.learning.practices	Effective.teaching.learning.practices	442
2	-22.3	Effective.teaching.learning.practices	0.0376480761854099	Effective.teaching.learning.practices	Instructional.Leadership	443
2	-4.3	Effective.teaching.learning.practices	0.270382462343168	Effective.teaching.learning.practices	School.based.implementation.coaching	444
2	-24.3	Effective.teaching.learning.practices	0.0343580683767696	Effective.teaching.learning.practices	Collective.teacher.efficacy	445
2	-11.3	Effective.teaching.learning.practices	-0.155582564286644	Effective.teaching.learning.practices	MMD.DCI.expectations.logistics.DESE.specifics	446
2	-27.3	Effective.teaching.learning.practices	0.0312474226926535	Effective.teaching.learning.practices	Alignment.and.systems.planning	447
2	-17.3	Effective.teaching.learning.practices	0.0993224617492175	Effective.teaching.learning.practices	Practice.profiles	448
2	-23.3	Effective.teaching.learning.practices	0.0709490739786268	Effective.teaching.learning.practices	Self.assessment.practice.profile..SAPP.	449
2	-7.3	Effective.teaching.learning.practices	0.173630531814531	Effective.teaching.learning.practices	Learning.module.materials..i.e..power.points..handouts.	450
2	-28.3	Effective.teaching.learning.practices	-0.040107363966117	Effective.teaching.learning.practices	DESE.virtual.learning.platform	451
2	-12.3	Effective.teaching.learning.practices	-0.0764827097107431	Effective.teaching.learning.practices	Review.of.CFA.data	452
2	-7.3	Effective.teaching.learning.practices	-0.319524629263851	Effective.teaching.learning.practices	CWIS	453
2	-18.3	Effective.teaching.learning.practices	0.0462998701345648	Effective.teaching.learning.practices	Distance.Learning	454
2	-11.3	Effective.teaching.learning.practices	-0.152064370983853	Effective.teaching.learning.practices	Virtual.Learning.Modules.and.or.PowerPoints	455
2	-21.3	Effective.teaching.learning.practices	-0.0175074987380591	Effective.teaching.learning.practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	456
2	-23.3	Effective.teaching.learning.practices	0.0462888990780554	Effective.teaching.learning.practices	Interaction.Type_Virtual	457
2	-24.3	Effective.teaching.learning.practices	0.0921443624028403	Effective.teaching.learning.practices	Interaction.Type_In-person	458
2	-25.3	Effective.teaching.learning.practices	-0.0310672267349372	Effective.teaching.learning.practices	Interaction.Type_In-person and virtual	459
2	-27.3	Effective.teaching.learning.practices	-0.0125596890351204	Effective.teaching.learning.practices	Interaction.Type_Phone	460
2	-9.3	Effective.teaching.learning.practices	0.0738825742832997	Effective.teaching.learning.practices	Interaction.Type_Unknown	461
2	-4.3	Effective.teaching.learning.practices	0.205283179948418	Effective.teaching.learning.practices	ETLP_avg	462
2	-20.3	Instructional.Leadership	-0.110404334545535	Instructional.Leadership	District.Leadership.Team.Members	496
2	-30.3	Instructional.Leadership	-0.0102946106491194	Instructional.Leadership	District.Contact.Person	497
2	-31.3	Instructional.Leadership	0.000825448648743978	Instructional.Leadership	Building.Leadership.Team.Members	498
2	-25.3	Instructional.Leadership	0.0294577567001268	Instructional.Leadership	Other.District.Administrators	499
2	-30.3	Instructional.Leadership	-0.0118543903036187	Instructional.Leadership	Other.Building.Administrators	500
2	-13.3	Instructional.Leadership	-0.121668770542271	Instructional.Leadership	Building.level.Educators	501
2	-21.3	Instructional.Leadership	0.0228336124808959	Instructional.Leadership	RPDC.Director	502
2	-10.3	Instructional.Leadership	0.103764601321874	Instructional.Leadership	Area.Supervisor	503
2	-2.3	Instructional.Leadership	0.148380947602361	Instructional.Leadership	Parents	504
2	-7.3	Instructional.Leadership	0.182151920498544	Instructional.Leadership	Collaborative.teams	505
2	-10.3	Instructional.Leadership	0.122158297102111	Instructional.Leadership	Common.formative.assessment	506
2	-5.3	Instructional.Leadership	0.286631512162332	Instructional.Leadership	Data.based.decision.making	507
2	-22.3	Instructional.Leadership	0.0376480761854099	Instructional.Leadership	Effective.teaching.learning.practices	508
2	-1.3	Instructional.Leadership	1	Instructional.Leadership	Instructional.Leadership	509
2	-3.3	Instructional.Leadership	0.271812897291715	Instructional.Leadership	School.based.implementation.coaching	510
2	-2.3	Instructional.Leadership	0.288235494666248	Instructional.Leadership	Collective.teacher.efficacy	511
2	-12.3	Instructional.Leadership	0.148610609123552	Instructional.Leadership	MMD.DCI.expectations.logistics.DESE.specifics	512
2	-9.3	Instructional.Leadership	0.212830096230327	Instructional.Leadership	Alignment.and.systems.planning	513
2	-19.3	Instructional.Leadership	0.0779793134942504	Instructional.Leadership	Practice.profiles	514
2	-28.3	Instructional.Leadership	0.0324222395679925	Instructional.Leadership	Self.assessment.practice.profile..SAPP.	515
2	-24.3	Instructional.Leadership	0.0524485294004978	Instructional.Leadership	Learning.module.materials..i.e..power.points..handouts.	516
2	-21.3	Instructional.Leadership	0.0900762418565402	Instructional.Leadership	DESE.virtual.learning.platform	517
2	-15.3	Instructional.Leadership	0.0567358219521219	Instructional.Leadership	Review.of.CFA.data	518
2	-30.3	Instructional.Leadership	-0.0177079978469281	Instructional.Leadership	CWIS	519
2	-20.3	Instructional.Leadership	0.0453329794067133	Instructional.Leadership	Distance.Learning	520
2	-19.3	Instructional.Leadership	-0.118591678382953	Instructional.Leadership	Virtual.Learning.Modules.and.or.PowerPoints	521
2	-6.3	Instructional.Leadership	0.0864253278747786	Instructional.Leadership	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	522
2	-31.3	Instructional.Leadership	0.00335512827586132	Instructional.Leadership	Interaction.Type_Virtual	523
2	-16.3	Instructional.Leadership	0.143299536614102	Instructional.Leadership	Interaction.Type_In-person	524
2	-29.3	Instructional.Leadership	-0.0142819786829514	Instructional.Leadership	Interaction.Type_In-person and virtual	525
2	-9.3	Instructional.Leadership	0.128850427039674	Instructional.Leadership	Interaction.Type_Phone	526
2	-21.3	Instructional.Leadership	0.0252033208412563	Instructional.Leadership	Interaction.Type_Unknown	527
2	-6.3	Instructional.Leadership	0.120716304644502	Instructional.Leadership	ETLP_avg	528
2	-6.3	Interaction.Type_Phone	-0.277970458000989	Interaction.Type_Phone	District.Leadership.Team.Members	529
2	-8.3	Interaction.Type_Phone	-0.224018325302413	Interaction.Type_Phone	District.Contact.Person	530
2	-20.3	Interaction.Type_Phone	-0.0656931811024129	Interaction.Type_Phone	Building.Leadership.Team.Members	531
2	-28.3	Interaction.Type_Phone	0.0129671863659875	Interaction.Type_Phone	Other.District.Administrators	532
2	-31.3	Interaction.Type_Phone	-0.000551441019569294	Interaction.Type_Phone	Other.Building.Administrators	533
2	-22.3	Interaction.Type_Phone	-0.0866181426516918	Interaction.Type_Phone	Building.level.Educators	534
2	-20.3	Interaction.Type_Phone	0.0268718854667398	Interaction.Type_Phone	RPDC.Director	535
2	-19.3	Interaction.Type_Phone	-0.0437937876087115	Interaction.Type_Phone	Area.Supervisor	536
2	-6.3	Interaction.Type_Phone	-0.0618486660447979	Interaction.Type_Phone	Parents	537
2	-31.3	Interaction.Type_Phone	-0.00741852004766871	Interaction.Type_Phone	Collaborative.teams	538
2	-16.3	Interaction.Type_Phone	0.0713264634094123	Interaction.Type_Phone	Common.formative.assessment	539
2	-30.3	Interaction.Type_Phone	-0.00615157847511874	Interaction.Type_Phone	Data.based.decision.making	540
2	-31.3	Interaction.Type_Phone	-0.0125596890351204	Interaction.Type_Phone	Effective.teaching.learning.practices	541
2	-9.3	Interaction.Type_Phone	0.128850427039674	Interaction.Type_Phone	Instructional.Leadership	542
2	-27.3	Interaction.Type_Phone	0.0289189126316872	Interaction.Type_Phone	School.based.implementation.coaching	543
2	-16.3	Interaction.Type_Phone	-0.0572848498602833	Interaction.Type_Phone	Collective.teacher.efficacy	544
2	-18.3	Interaction.Type_Phone	-0.118366196618342	Interaction.Type_Phone	MMD.DCI.expectations.logistics.DESE.specifics	545
2	-20.3	Interaction.Type_Phone	-0.0654556213244342	Interaction.Type_Phone	Alignment.and.systems.planning	546
2	-9.3	Interaction.Type_Phone	-0.180835075681343	Interaction.Type_Phone	Practice.profiles	547
2	-11.3	Interaction.Type_Phone	-0.210840781248027	Interaction.Type_Phone	Self.assessment.practice.profile..SAPP.	548
2	-22.3	Interaction.Type_Phone	-0.0587364612493111	Interaction.Type_Phone	Learning.module.materials..i.e..power.points..handouts.	549
2	-15.3	Interaction.Type_Phone	-0.148644687658509	Interaction.Type_Phone	DESE.virtual.learning.platform	550
2	-29.3	Interaction.Type_Phone	0.0158076988967581	Interaction.Type_Phone	Review.of.CFA.data	551
2	-11.3	Interaction.Type_Phone	-0.228928257195959	Interaction.Type_Phone	CWIS	552
2	-26.3	Interaction.Type_Phone	0.0236196642417028	Interaction.Type_Phone	Distance.Learning	553
2	-31.3	Interaction.Type_Phone	0.00106432709555556	Interaction.Type_Phone	Virtual.Learning.Modules.and.or.PowerPoints	554
2	-16.3	Interaction.Type_Phone	-0.0374264291067559	Interaction.Type_Phone	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	555
2	-2.3	Interaction.Type_Phone	0.182556293835026	Interaction.Type_Phone	Interaction.Type_Virtual	556
2	-8.3	Interaction.Type_Phone	0.199925496674095	Interaction.Type_Phone	Interaction.Type_In-person	557
2	-3.3	Interaction.Type_Phone	0.18332348312701	Interaction.Type_Phone	Interaction.Type_In-person and virtual	558
2	-1.3	Interaction.Type_Phone	1	Interaction.Type_Phone	Interaction.Type_Phone	559
2	-4.3	Interaction.Type_Phone	0.128280135972835	Interaction.Type_Phone	Interaction.Type_Unknown	560
2	-14.3	Interaction.Type_Phone	0.0807607164317481	Interaction.Type_Phone	ETLP_avg	561
2	-26.3	Interaction.Type_Unknown	-0.0554088708014925	Interaction.Type_Unknown	District.Leadership.Team.Members	562
