group	y
1	-20.3
2	-27.3
3	-1.3
4	-2.3
5	-9.3
6	-7.3
7	-18.3
8	-15.3
9	-23.3
10	-10.3
11	-14.3
12	-17.3
13	-6.3
14	-3.3
15	-29.3
16	-24.3
17	-28.3
18	-30.3
19	-21.3
20	-22.3
21	-19.3
22	-5.3
23	-11.3
24	-26.3
25	-13.3
26	-25.3
27	-12.3
28	-8.3
29	-16.3
30	-4.3
