group	fill	y	tooltip	ymin	ymax	colour
1	#FFDBCF	-9	0.18657118837847	-9.5	-8.5	#FFDBCF
2	#FFEAE3	-19	0.108536975505766	-19.5	-18.5	#FFEAE3
3	#FFCEBD	-6	0.256846019829913	-6.5	-5.5	#FFCEBD
4	#FFE1D6	-11	0.159510146995302	-11.5	-10.5	#FFE1D6
5	#FFE3D9	-15	0.147968367674476	-15.5	-14.5	#FFE3D9
6	#FFE2D7	-12	0.153830444914925	-12.5	-11.5	#FFE2D7
7	#FFF4F0	-24	0.0584728857368985	-24.5	-23.5	#FFF4F0
8	#F5EDFF	-21	-0.0750395576750787	-21.5	-20.5	#F5EDFF
9	#FFC8B6	-5	0.285203561067791	-5.5	-4.5	#FFC8B6
10	#FFF1EC	-22	0.0724677975296329	-22.5	-21.5	#FFF1EC
11	#FDFCFF	-29	-0.0131802980572707	-29.5	-28.5	#FDFCFF
12	#FFB7A0	-2	0.374830285034791	-2.5	-1.5	#FFB7A0
13	#FF0000	-1	1	-1.5	-0.5	#FF0000
14	#FFD8CB	-8	0.202692792921948	-8.5	-7.5	#FFD8CB
15	#EFE2FF	-17	-0.121872546929223	-17.5	-16.5	#EFE2FF
16	#D4B8FF	-4	-0.304859367676273	-4.5	-3.5	#D4B8FF
17	#FAF6FF	-27	-0.0397304126895039	-27.5	-26.5	#FAF6FF
18	#EADBFF	-13	-0.15225498665035	-13.5	-12.5	#EADBFF
19	#FFF7F4	-26	0.040840803165374	-26.5	-25.5	#FFF7F4
20	#FFE3D8	-14	0.148469405153543	-14.5	-13.5	#FFE3D8
21	#FFEAE2	-18	0.111007813929675	-18.5	-17.5	#FFEAE2
22	#FFF6F3	-25	0.0452619060749653	-25.5	-24.5	#FFF6F3
23	#FFDCCF	-10	0.184094469378644	-10.5	-9.5	#FFDCCF
24	#FFFDFC	-30	0.0110273790374047	-30.5	-29.5	#FFFDFC
25	#FFD6C7	-7	0.215355501626511	-7.5	-6.5	#FFD6C7
26	#FCFAFF	-28	-0.0217393056928118	-28.5	-27.5	#FCFAFF
27	#F5EEFF	-23	-0.0722607562465681	-23.5	-22.5	#F5EEFF
28	#FFE7DE	-16	0.126089415103956	-16.5	-15.5	#FFE7DE
29	#FFBBA5	-3	0.354006216263136	-3.5	-2.5	#FFBBA5
30	#F4EBFF	-20	-0.0853256697870684	-20.5	-19.5	#F4EBFF
