group	fill	y	tooltip	ymin	ymax	colour
1	#F5EDFF	-13	-0.0752679214633997	-13.5	-12.5	#F5EDFF
2	#F8F2FF	-16	-0.0533736081495887	-16.5	-15.5	#F8F2FF
3	#FAF5FF	-20	-0.0410905245215074	-20.5	-19.5	#FAF5FF
4	#F3EAFF	-11	-0.0870018007809418	-11.5	-10.5	#F3EAFF
5	#DFC9FF	-3	-0.230243213885995	-3.5	-2.5	#DFC9FF
6	#FFFEFE	-27	0.00490767032177342	-27.5	-26.5	#FFFEFE
7	#F9F4FF	-18	-0.0455563201526044	-18.5	-17.5	#F9F4FF
8	#FFF4F0	-15	0.0575871346764884	-15.5	-14.5	#FFF4F0
9	#ECDDFF	-8	-0.143234986393072	-8.5	-7.5	#ECDDFF
10	#FFFFFF	-29	-0.00121698079963083	-29.5	-28.5	#FFFFFF
11	#FFFDFC	-25	0.0102477198185928	-25.5	-24.5	#FFFDFC
12	#E0CAFF	-4	-0.226296147294645	-4.5	-3.5	#E0CAFF
13	#D4B8FF	-2	-0.304859367676273	-2.5	-1.5	#D4B8FF
14	#FBF9FF	-22	-0.026762226867799	-22.5	-21.5	#FBF9FF
15	#FFEEE7	-10	0.0914438373612317	-10.5	-9.5	#FFEEE7
16	#FF0000	-1	1	-1.5	-0.5	#FF0000
17	#FFEFE9	-12	0.084502120179992	-12.5	-11.5	#FFEFE9
18	#FFD8CA	-7	0.205878569680702	-7.5	-6.5	#FFD8CA
19	#F9F5FF	-19	-0.0443033592262638	-19.5	-18.5	#F9F5FF
20	#F6EFFF	-14	-0.068352619555174	-14.5	-13.5	#F6EFFF
21	#EFE3FF	-9	-0.11959910363568	-9.5	-8.5	#EFE3FF
22	#FEFCFF	-24	-0.0112843093899295	-24.5	-23.5	#FEFCFF
23	#FEFCFF	-23	-0.0114368438408434	-23.5	-22.5	#FEFCFF
24	#F8F3FF	-17	-0.0523721887045523	-17.5	-16.5	#F8F3FF
25	#E1CCFF	-5	-0.219310925872424	-5.5	-4.5	#E1CCFF
26	#FFFFFF	-30	0.00106247699300165	-30.5	-29.5	#FFFFFF
27	#FFF9F7	-21	0.0313001695662545	-21.5	-20.5	#FFF9F7
28	#FEFEFF	-26	-0.00550207640897845	-26.5	-25.5	#FEFEFF
29	#E1CCFF	-6	-0.216232651543969	-6.5	-5.5	#E1CCFF
30	#FFFEFE	-28	0.00472442905422722	-28.5	-27.5	#FFFEFE
