group	fill	y	tooltip	ymin	ymax	colour
1	#FDFBFF	-26	-0.0167050215179035	-26.5	-25.5	#FDFBFF
2	#FFE8E0	-6	0.119210988181553	-6.5	-5.5	#FFE8E0
3	#FFEFE9	-9	0.0843892988893035	-9.5	-8.5	#FFEFE9
4	#FDFBFF	-27	-0.0160839618102185	-27.5	-26.5	#FDFBFF
5	#FFF0EB	-11	0.0777123202126007	-11.5	-10.5	#FFF0EB
6	#FFD8CA	-3	0.205513664563149	-3.5	-2.5	#FFD8CA
7	#FF0000	-1	1	-1.5	-0.5	#FF0000
8	#FFF5F1	-17	0.0534831894158356	-17.5	-16.5	#FFF5F1
9	#FFF7F4	-21	0.0424954882759532	-21.5	-20.5	#FFF7F4
10	#FFE2D8	-5	0.152082986808709	-5.5	-4.5	#FFE2D8
11	#F9F4FF	-19	-0.0483227913431189	-19.5	-18.5	#F9F4FF
12	#FFF4F0	-15	0.0586169975987172	-15.5	-14.5	#FFF4F0
13	#FFF4F0	-16	0.0584728857368985	-16.5	-15.5	#FFF4F0
14	#FFFBFA	-23	0.0199463454488959	-23.5	-22.5	#FFFBFA
15	#FFCCBB	-2	0.264542810641075	-2.5	-1.5	#FFCCBB
16	#F9F4FF	-20	-0.0455563201526044	-20.5	-19.5	#F9F4FF
17	#FFFFFF	-30	-0.00195765108039943	-30.5	-29.5	#FFFFFF
18	#F8F2FF	-18	-0.0532399977252433	-18.5	-17.5	#F8F2FF
19	#FFF4EF	-13	0.0598583746779931	-13.5	-12.5	#FFF4EF
20	#FFFBFA	-24	0.0193038906114959	-24.5	-23.5	#FFFBFA
21	#FFE9E1	-7	0.114346383447697	-7.5	-6.5	#FFE9E1
22	#FFEBE4	-8	0.102343775177134	-8.5	-7.5	#FFEBE4
23	#F7F1FF	-14	-0.0595443323842398	-14.5	-13.5	#F7F1FF
24	#FAF6FF	-22	-0.0381725893419828	-22.5	-21.5	#FAF6FF
25	#FFF1EC	-12	0.0738614993754793	-12.5	-11.5	#FFF1EC
26	#FEFCFF	-28	-0.0105886283947503	-28.5	-27.5	#FEFCFF
27	#FFFFFE	-29	0.00220570073532521	-29.5	-28.5	#FFFFFE
28	#FFE1D6	-4	0.158405768032525	-4.5	-3.5	#FFE1D6
29	#FFFCFB	-25	0.0169790906213614	-25.5	-24.5	#FFFCFB
30	#F5ECFF	-10	-0.078625452178521	-10.5	-9.5	#F5ECFF
