x	y	tooltip	PANEL
-0.0145511469426734	1	-0.0145511469426734	9
-0.00147726979875968	2	-0.00147726979875968	9
-0.00172426710646006	1	-0.00172426710646006	9
-0.000788493379853553	2	-0.000788493379853553	9
-0.0166422194693393	1	-0.0166422194693393	9
-5.48570672670809e-05	2	-5.48570672670809e-05	9
0	1	0	9
-0.001331664143533	2	-0.001331664143533	9
0.0212078249861116	1	0.0212078249861116	10
0	1	0	10
0.00879776063108086	1	0.00879776063108086	10
0.0157531401937332	1	0.0157531401937332	10
0.0286884939631388	1	0.0286884939631388	10
0.0238724119553191	1	0.0238724119553191	10
0.019283802469398	1	0.019283802469398	10
0.0132887924808115	1	0.0132887924808115	10
0.0167723020572535	1	0.0167723020572535	10
0.0219530511435304	1	0.0219530511435304	10
-0.0291641698118839	1	-0.0291641698118839	11
-0.0206260107034082	2	-0.0206260107034082	11
-0.0271832325475374	3	-0.0271832325475374	11
0.00483662587459064	4	0.00483662587459064	11
-0.0165268192206669	1	-0.0165268192206669	11
-0.00354071552176484	2	-0.00354071552176484	11
-0.02776421786849	3	-0.02776421786849	11
0.0115240081720887	4	0.0115240081720887	11
-0.0150553574089769	1	-0.0150553574089769	11
-0.0148475306913221	2	-0.0148475306913221	11
-0.0289392351021339	3	-0.0289392351021339	11
0.00889921157496664	4	0.00889921157496664	11
-0.0206828525008988	1	-0.0206828525008988	11
-0.0206963759049705	2	-0.0206963759049705	11
-0.0409054131139102	3	-0.0409054131139102	11
0.0130109032831233	4	0.0130109032831233	11
-0.0284678385257198	1	-0.0284678385257198	11
-0.0317767871268977	2	-0.0317767871268977	11
-0.0458123477616834	3	-0.0458123477616834	11
0.00819020917853933	4	0.00819020917853933	11
-0.0197877002527958	1	-0.0197877002527958	11
-0.00194533324378774	2	-0.00194533324378774	11
-0.0275038544315967	3	-0.0275038544315967	11
0.00011533030322419	4	0.00011533030322419	11
-0.0164008065322353	1	-0.0164008065322353	11
-0.0146126610784893	2	-0.0146126610784893	11
-0.0308266922307622	3	-0.0308266922307622	11
0.0106384088188144	4	0.0106384088188144	11
-0.02458662156955	1	-0.02458662156955	11
-0.012894107577227	2	-0.012894107577227	11
-0.0181371250519321	3	-0.0181371250519321	11
0.00671665095463056	4	0.00671665095463056	11
-0.0181655254166041	1	-0.0181655254166041	11
-0.028696904013281	2	-0.028696904013281	11
-0.0268862434896822	3	-0.0268862434896822	11
0.0150108859191503	4	0.0150108859191503	11
-0.0287800466916088	1	-0.0287800466916088	11
-0.0226154575168129	2	-0.0226154575168129	11
-0.0234799138860615	3	-0.0234799138860615	11
0.0105075903213719	4	0.0105075903213719	11
