group	y
1	-28.3
2	-13.3
3	-14.3
4	-22.3
5	-8.3
6	-6.3
7	-30.3
8	-10.3
9	-5.3
10	-16.3
11	-21.3
12	-3.3
13	-11.3
14	-9.3
15	-20.3
16	-4.3
17	-1.3
18	-25.3
19	-24.3
20	-19.3
21	-15.3
22	-23.3
23	-12.3
24	-26.3
25	-27.3
26	-7.3
27	-29.3
28	-2.3
29	-17.3
30	-18.3
