group	fill	y	tooltip	ymin	ymax	colour
1	#FFC8B5	-8	0.287002819316137	-8.5	-7.5	#FFC8B5
2	#FFE8E0	-16	0.119696470584169	-16.5	-15.5	#FFE8E0
3	#FFEDE7	-20	0.0930251792745058	-20.5	-19.5	#FFEDE7
4	#EEE1FF	-15	-0.1267459828606	-15.5	-14.5	#EEE1FF
5	#FFB198	-4	0.404224983808093	-4.5	-3.5	#FFB198
6	#FFD6C7	-11	0.216189071115078	-11.5	-10.5	#FFD6C7
7	#FFFCFB	-30	0.0169790906213614	-30.5	-29.5	#FFFCFB
8	#FFF3EE	-25	0.0632893028113712	-25.5	-24.5	#FFF3EE
9	#FF8C6D	-2	0.586978022773952	-2.5	-1.5	#FF8C6D
10	#FFD9CC	-12	0.198050596963412	-12.5	-11.5	#FFD9CC
11	#F2E8FF	-19	-0.0964012096072321	-19.5	-18.5	#F2E8FF
12	#FFD5C6	-9	0.220385197781939	-9.5	-8.5	#FFD5C6
13	#FFBBA5	-6	0.354006216263136	-6.5	-5.5	#FFBBA5
14	#FFF1EC	-23	0.07411081152963	-23.5	-22.5	#FFF1EC
15	#FFF2ED	-24	0.0693634177494261	-24.5	-23.5	#FFF2ED
16	#E1CCFF	-10	-0.216232651543969	-10.5	-9.5	#E1CCFF
17	#FCF9FF	-29	-0.0240198399512804	-29.5	-28.5	#FCF9FF
18	#F1E6FF	-18	-0.105316589105379	-18.5	-17.5	#F1E6FF
19	#F5ECFF	-22	-0.0784337028855649	-22.5	-21.5	#F5ECFF
20	#FFC0AB	-7	0.328330852568892	-7.5	-6.5	#FFC0AB
21	#FFAB91	-3	0.433892753399891	-3.5	-2.5	#FFAB91
22	#FBF7FF	-27	-0.0318334699547385	-27.5	-26.5	#FBF7FF
23	#FFE5DC	-14	0.134995193911755	-14.5	-13.5	#FFE5DC
24	#FFF8F5	-26	0.0385056312678418	-26.5	-25.5	#FFF8F5
25	#FFB8A1	-5	0.369125479844172	-5.5	-4.5	#FFB8A1
26	#FFEFE9	-21	0.0845049689758745	-21.5	-20.5	#FFEFE9
27	#FCF9FF	-28	-0.0241698174008855	-28.5	-27.5	#FCF9FF
28	#FFE4DB	-13	0.139184041830629	-13.5	-12.5	#FFE4DB
29	#FF0000	-1	1	-1.5	-0.5	#FF0000
30	#FFEBE3	-17	0.106636203583131	-17.5	-16.5	#FFEBE3
