group	fill	y	tooltip	ymin	ymax	colour
1	#FFFBF9	-25	0.0229592736709366	-25.5	-24.5	#FFFBF9
2	#FDFBFF	-26	-0.0185291646743784	-26.5	-25.5	#FDFBFF
3	#FFD5C6	-4	0.221553163493858	-4.5	-3.5	#FFD5C6
4	#FFF9F7	-22	0.0323236649971129	-22.5	-21.5	#FFF9F7
5	#FAF7FF	-21	-0.0349601507731609	-21.5	-20.5	#FAF7FF
6	#FF0000	-1	1	-1.5	-0.5	#FF0000
7	#FFD8CA	-6	0.205513664563149	-6.5	-5.5	#FFD8CA
8	#FFB69F	-2	0.37750568059496	-2.5	-1.5	#FFB69F
9	#FFDFD3	-8	0.168827496398207	-8.5	-7.5	#FFDFD3
10	#FFBBA5	-3	0.354080219286615	-3.5	-2.5	#FFBBA5
11	#FAF5FF	-18	-0.040642018232116	-18.5	-17.5	#FAF5FF
12	#FAF6FF	-19	-0.0396588705189301	-19.5	-18.5	#FAF6FF
13	#FFE2D7	-9	0.153830444914925	-9.5	-8.5	#FFE2D7
14	#FAF6FF	-20	-0.0363027534983905	-20.5	-19.5	#FAF6FF
15	#FFDED2	-7	0.172786696065562	-7.5	-6.5	#FFDED2
16	#FFFEFE	-29	0.00490767032177342	-29.5	-28.5	#FFFEFE
17	#FFF2ED	-16	0.0670519310757609	-16.5	-15.5	#FFF2ED
18	#FBF9FF	-24	-0.0273190408144202	-24.5	-23.5	#FBF9FF
19	#FEFDFF	-28	-0.00957121372216322	-28.5	-27.5	#FEFDFF
20	#FFF0EA	-14	0.0786178757998256	-14.5	-13.5	#FFF0EA
21	#FFF9F7	-23	0.031304888933182	-23.5	-22.5	#FFF9F7
22	#FFE9E1	-12	0.1133941405621	-12.5	-11.5	#FFE9E1
23	#FFF5F1	-17	0.0530309398056951	-17.5	-16.5	#FFF5F1
24	#FDFBFF	-27	-0.0150758626768333	-27.5	-26.5	#FDFBFF
25	#FFECE5	-13	0.0984982607414517	-13.5	-12.5	#FFECE5
26	#FFFEFF	-30	-0.00287373416010817	-30.5	-29.5	#FFFEFF
27	#FFE2D8	-10	0.150441369977835	-10.5	-9.5	#FFE2D8
28	#FFF2ED	-15	0.0691023749682452	-15.5	-14.5	#FFF2ED
29	#FFD6C7	-5	0.216189071115078	-5.5	-4.5	#FFD6C7
30	#ECDDFF	-11	-0.143167676407075	-11.5	-10.5	#ECDDFF
