group	y
1	-6.3
2	-15.3
3	-4.3
4	-24.3
5	-26.3
6	-16.3
7	-5.3
8	-23.3
9	-12.3
10	-14.3
11	-18.3
12	-19.3
13	-10.3
14	-3.3
15	-2.3
16	-29.3
17	-9.3
18	-21.3
19	-25.3
20	-13.3
21	-8.3
22	-20.3
23	-28.3
24	-30.3
25	-22.3
26	-27.3
27	-17.3
28	-1.3
29	-7.3
30	-11.3
