group	fill	y	tooltip	ymin	ymax	colour
1	#E9D9FF	-8	-0.160996095182475	-8.5	-7.5	#E9D9FF
2	#F0E5FF	-20	-0.108413250126678	-20.5	-19.5	#F0E5FF
3	#D4B8FF	-3	-0.302197098775067	-3.5	-2.5	#D4B8FF
4	#D5B9FF	-4	-0.298909925406092	-4.5	-3.5	#D5B9FF
5	#FFE8DF	-17	0.121146596464923	-17.5	-16.5	#FFE8DF
6	#ECDDFF	-10	-0.143167676407075	-10.5	-9.5	#ECDDFF
7	#F5ECFF	-25	-0.078625452178521	-25.5	-24.5	#F5ECFF
8	#EFE3FF	-19	-0.116758362913233	-19.5	-18.5	#EFE3FF
9	#FFD7CA	-5	0.206993655774065	-5.5	-4.5	#FFD7CA
10	#ECDDFF	-11	-0.142816194361652	-11.5	-10.5	#ECDDFF
11	#FFB097	-2	0.411557498720678	-2.5	-1.5	#FFB097
12	#FFFDFC	-29	0.0105846421027774	-29.5	-28.5	#FFFDFC
13	#F4EBFF	-24	-0.0853256697870684	-24.5	-23.5	#F4EBFF
14	#EDE0FF	-13	-0.130146457679352	-13.5	-12.5	#EDE0FF
15	#EEE2FF	-14	-0.122695789968061	-14.5	-13.5	#EEE2FF
16	#FFFEFE	-30	0.00472442905422722	-30.5	-29.5	#FFFEFE
17	#FCF9FF	-28	-0.0239809402311858	-28.5	-27.5	#FCF9FF
18	#FFE8DF	-16	0.121313798124445	-16.5	-15.5	#FFE8DF
19	#FFE8DF	-15	0.122143822972512	-15.5	-14.5	#FFE8DF
20	#FFDFD3	-7	0.170021436795687	-7.5	-6.5	#FFDFD3
21	#FFE2D8	-9	0.151959258246451	-9.5	-8.5	#FFE2D8
22	#E5D3FF	-6	-0.185779410540138	-6.5	-5.5	#E5D3FF
23	#F8F2FF	-26	-0.055472448657564	-26.5	-25.5	#F8F2FF
24	#FBF8FF	-27	-0.0276777923851142	-27.5	-26.5	#FBF8FF
25	#FFE8E0	-18	0.120740286508767	-18.5	-17.5	#FFE8E0
26	#F1E7FF	-23	-0.102064431380138	-23.5	-22.5	#F1E7FF
27	#ECDEFF	-12	-0.141967335353017	-12.5	-11.5	#ECDEFF
28	#F1E6FF	-22	-0.104133805794296	-22.5	-21.5	#F1E6FF
29	#FFEBE3	-21	0.106636203583131	-21.5	-20.5	#FFEBE3
30	#FF0000	-1	1	-1.5	-0.5	#FF0000
