group	fill	y	tooltip	ymin	ymax	colour
1	#FFF8F5	-18	0.0366521890140255	-18.5	-17.5	#FFF8F5
2	#FAF6FF	-17	-0.0375634434092065	-17.5	-16.5	#FAF6FF
3	#F6EEFF	-9	-0.070860562032563	-9.5	-8.5	#F6EEFF
4	#F2E7FF	-7	-0.100274670454982	-7.5	-6.5	#F2E7FF
5	#FBF8FF	-21	-0.0282677945412899	-21.5	-20.5	#FBF8FF
6	#FEFDFF	-29	-0.00957121372216322	-29.5	-28.5	#FEFDFF
7	#FFF4EF	-10	0.0598583746779931	-10.5	-9.5	#FFF4EF
8	#FCF9FF	-25	-0.0232553467801637	-25.5	-24.5	#FCF9FF
9	#FEFCFF	-28	-0.0112646684726068	-28.5	-27.5	#FEFCFF
10	#FFFAF9	-23	0.0241760026584843	-23.5	-22.5	#FFFAF9
11	#FFE5DB	-2	0.13786431435601	-2.5	-1.5	#FFE5DB
12	#FFF8F6	-19	0.0349325821978584	-19.5	-18.5	#FFF8F6
13	#FFF7F4	-16	0.040840803165374	-16.5	-15.5	#FFF7F4
14	#FBF8FF	-20	-0.0307311484084246	-20.5	-19.5	#FBF8FF
15	#FFECE5	-6	0.100449721516901	-6.5	-5.5	#FFECE5
16	#F9F5FF	-13	-0.0443033592262638	-13.5	-12.5	#F9F5FF
17	#FEFDFF	-30	-0.00830900918680279	-30.5	-29.5	#FEFDFF
18	#FFE8DF	-4	0.121310517661426	-4.5	-3.5	#FFE8DF
19	#FF0000	-1	1	-1.5	-0.5	#FF0000
20	#FFE9E0	-5	0.117515345023701	-5.5	-4.5	#FFE9E0
21	#FBF8FF	-22	-0.0282136694831834	-22.5	-21.5	#FBF8FF
22	#F9F5FF	-14	-0.0431625588562055	-14.5	-13.5	#F9F5FF
23	#FAF5FF	-15	-0.0414578871094681	-15.5	-14.5	#FAF5FF
24	#FDFCFF	-26	-0.0145248091838924	-26.5	-25.5	#FDFCFF
25	#FFF5F1	-12	0.0536816546861642	-12.5	-11.5	#FFF5F1
26	#FFFDFC	-27	0.0120023424422364	-27.5	-26.5	#FFFDFC
27	#F7F2FF	-11	-0.0568488545629925	-11.5	-10.5	#F7F2FF
28	#FCF9FF	-24	-0.0241536148237779	-24.5	-23.5	#FCF9FF
29	#F5ECFF	-8	-0.0784337028855649	-8.5	-7.5	#F5ECFF
30	#FFE8DF	-3	0.122143822972512	-3.5	-2.5	#FFE8DF
