group	y
1	-12.3
2	-8.3
3	-3.3
4	-2.3
5	-10.3
6	-13.3
7	-14.3
8	-4.3
9	-7.3
10	-16.3
11	-21.3
12	-9.3
13	-23.3
14	-18.3
15	-22.3
16	-29.3
17	-28.3
18	-26.3
19	-24.3
20	-20.3
21	-6.3
22	-1.3
23	-11.3
24	-30.3
25	-25.3
26	-17.3
27	-15.3
28	-19.3
29	-27.3
30	-5.3
