group	y
1	-5.3
2	-13.3
3	-21.3
4	-7.3
5	-3.3
6	-25.3
7	-18.3
8	-28.3
9	-2.3
10	-29.3
11	-22.3
12	-6.3
13	-19.3
14	-12.3
15	-11.3
16	-16.3
17	-27.3
18	-17.3
19	-26.3
20	-20.3
21	-1.3
22	-10.3
23	-23.3
24	-30.3
25	-9.3
26	-8.3
27	-24.3
28	-15.3
29	-4.3
30	-14.3
