group	y
1	-4.3
2	-6.3
3	-18.3
4	-7.3
5	-3.3
6	-27.3
7	-24.3
8	-17.3
9	-8.3
10	-22.3
11	-28.3
12	-9.3
13	-21.3
14	-11.3
15	-19.3
16	-29.3
17	-14.3
18	-16.3
19	-23.3
20	-26.3
21	-2.3
22	-13.3
23	-5.3
24	-30.3
25	-20.3
26	-1.3
27	-15.3
28	-25.3
29	-12.3
30	-10.3
