group	fill	y	tooltip	ymin	ymax	colour
1	#FCF9FF	-25	-0.0251714705495245	-25.5	-24.5	#FCF9FF
2	#FFF4F0	-15	0.0580331032628673	-15.5	-14.5	#FFF4F0
3	#FFE7DF	-7	0.124827585630687	-7.5	-6.5	#FFE7DF
4	#FFFFFF	-30	-0.00074244415014977	-30.5	-29.5	#FFFFFF
5	#FFFEFF	-27	-0.00236346692071123	-27.5	-26.5	#FFFEFF
6	#FFE2D8	-4	0.150441369977835	-4.5	-3.5	#FFE2D8
7	#FFFFFE	-29	0.00220570073532521	-29.5	-28.5	#FFFFFE
8	#FFCCBB	-3	0.263971168836732	-3.5	-2.5	#FFCCBB
9	#FFF8F5	-19	0.0387309693337526	-19.5	-18.5	#FFF8F5
10	#FFC3AF	-2	0.313419082548375	-2.5	-1.5	#FFC3AF
11	#F2E9FF	-9	-0.0946476010713291	-9.5	-8.5	#F2E9FF
12	#EDE0FF	-6	-0.133565421114123	-6.5	-5.5	#EDE0FF
13	#F5EEFF	-12	-0.0722607562465681	-12.5	-11.5	#F5EEFF
14	#F9F4FF	-18	-0.0459682119804228	-18.5	-17.5	#F9F4FF
15	#FFF0EA	-11	0.0800834173869098	-11.5	-10.5	#FFF0EA
16	#FFF9F7	-23	0.0313001695662545	-23.5	-22.5	#FFF9F7
17	#FFFEFF	-28	-0.00231427422365059	-28.5	-27.5	#FFFEFF
18	#FAF6FF	-20	-0.0373142581662937	-20.5	-19.5	#FAF6FF
19	#F7F2FF	-16	-0.0568488545629925	-16.5	-15.5	#F7F2FF
20	#F2E8FF	-8	-0.0977300020281857	-8.5	-7.5	#F2E8FF
21	#F9F4FF	-17	-0.0484482214245182	-17.5	-16.5	#F9F4FF
22	#FFEEE8	-10	0.0882798015893063	-10.5	-9.5	#FFEEE8
23	#FBF7FF	-22	-0.0328497941414236	-22.5	-21.5	#FBF7FF
24	#FBF7FF	-21	-0.0336452868557221	-21.5	-20.5	#FBF7FF
25	#FFFAF8	-24	0.0254368344831585	-24.5	-23.5	#FFFAF8
26	#F6F0FF	-14	-0.0641673192634053	-14.5	-13.5	#F6F0FF
27	#FF0000	-1	1	-1.5	-0.5	#FF0000
28	#FFF2EE	-13	0.0667307599352337	-13.5	-12.5	#FFF2EE
29	#FCF9FF	-26	-0.0241698174008855	-26.5	-25.5	#FCF9FF
30	#ECDEFF	-5	-0.141967335353017	-5.5	-4.5	#ECDEFF
